name,size,reads,writes,comparisons,total
Bubble Sort,2,2,0,2,4
Bubble Sort,3,8,2,6,16
Bubble Sort,4,18,8,12,38
Bubble Sort,5,16,6,10,32
Bubble Sort,6,50,16,30,96
Bubble Sort,7,36,16,21,73
Bubble Sort,8,98,36,56,190
Bubble Sort,9,128,34,72,234
Bubble Sort,10,144,56,80,280
Bubble Sort,11,160,70,88,318
Bubble Sort,12,242,68,132,442
Bubble Sort,13,288,80,156,524
Bubble Sort,14,312,110,168,590
Bubble Sort,15,336,120,180,636
Bubble Sort,16,450,112,240,802
Bubble Sort,17,384,124,204,712
Bubble Sort,18,442,164,234,840
Bubble Sort,19,324,120,171,615
Bubble Sort,20,494,156,260,910
Bubble Sort,21,640,188,336,1164
Bubble Sort,22,840,212,440,1492
Bubble Sort,23,880,258,460,1598
Bubble Sort,24,1058,258,552,1868
Bubble Sort,25,816,314,425,1555
Bubble Sort,26,900,242,468,1610
Bubble Sort,27,1196,336,621,2153
Bubble Sort,28,1404,372,728,2504
Bubble Sort,29,1400,500,725,2625
Bubble Sort,30,1682,530,870,3082
Bubble Sort,31,1680,450,868,2998
Bubble Sort,32,1550,428,800,2778
Bubble Sort,33,1856,508,957,3321
Bubble Sort,34,1584,468,816,2868
Bubble Sort,35,1972,768,1015,3755
Bubble Sort,36,2100,662,1080,3842
Bubble Sort,37,2520,780,1295,4595
Bubble Sort,38,2738,766,1406,4910
Bubble Sort,39,2356,654,1209,4219
Bubble Sort,40,2262,712,1160,4134
Bubble Sort,41,2880,796,1476,5152
Bubble Sort,42,3198,810,1638,5646
Bubble Sort,43,2856,798,1462,5116
Bubble Sort,44,3526,910,1804,6240
Bubble Sort,45,2816,838,1440,5094
Bubble Sort,46,3330,1074,1702,6106
Bubble Sort,47,3496,946,1786,6228
Bubble Sort,48,3572,1232,1824,6628
Bubble Sort,49,3936,1182,2009,7127
Bubble Sort,50,3920,1076,2000,6996
Bubble Sort,51,4600,1152,2346,8098
Bubble Sort,52,4590,1434,2340,8364
Bubble Sort,53,4784,1472,2438,8694
Bubble Sort,54,5406,1362,2754,9522
Bubble Sort,55,5508,1468,2805,9781
Bubble Sort,56,4950,1464,2520,8934
Bubble Sort,57,6272,1620,3192,11084
Bubble Sort,58,6612,1524,3364,11500
Bubble Sort,59,6612,1696,3363,11671
Bubble Sort,60,5900,1672,3000,10572
Bubble Sort,61,6480,1818,3294,11592
Bubble Sort,62,6588,1982,3348,11918
Bubble Sort,63,5456,1608,2772,9836
Bubble Sort,64,7560,2210,3840,13610
Bubble Sort,65,7168,2050,3640,12858
Bubble Sort,66,7150,2202,3630,12982
Bubble Sort,67,8316,2164,4221,14701
Bubble Sort,68,7102,2196,3604,12902
Bubble Sort,69,8568,2434,4347,15349
Bubble Sort,70,7590,2120,3850,13560
Bubble Sort,71,8820,2044,4473,15337
Bubble Sort,72,9230,2572,4680,16482
Bubble Sort,73,9216,2342,4672,16230
Bubble Sort,74,9052,2942,4588,16582
Bubble Sort,75,8880,2728,4500,16108
Bubble Sort,76,10650,2994,5396,19040
Bubble Sort,77,9880,3266,5005,18151
Bubble Sort,78,9240,2588,4680,16508
Bubble Sort,79,12168,3052,6162,21382
Bubble Sort,80,10428,3242,5280,18950
Bubble Sort,81,11840,3484,5994,21318
Bubble Sort,82,12150,3424,6150,21724
Bubble Sort,83,10168,3656,5146,18970
Bubble Sort,84,12782,3824,6468,23074
Bubble Sort,85,12768,3838,6460,23066
Bubble Sort,86,13260,3472,6708,23440
Bubble Sort,87,12040,3836,6090,21966
Bubble Sort,88,15138,4032,7656,26826
Bubble Sort,89,13024,3536,6586,23146
Bubble Sort,90,13172,3704,6660,23536
Bubble Sort,91,14040,4310,7098,25448
Bubble Sort,92,15106,4004,7636,26746
Bubble Sort,93,15272,4274,7719,27265
Bubble Sort,94,15996,4686,8084,28766
Bubble Sort,95,15228,4592,7695,27515
Bubble Sort,96,15770,4824,7968,28562
Bubble Sort,97,18240,4784,9215,32239
Bubble Sort,98,16296,4308,8232,28836
Bubble Sort,99,16856,5210,8514,30580
Bubble Sort,100,19404,4388,9800,33592
Bubble Sort,101,19000,5124,9595,33719
Bubble Sort,102,18180,5178,9180,32538
Bubble Sort,103,19176,5980,9682,34838
Bubble Sort,104,18540,5144,9360,33044
Bubble Sort,105,15600,5000,7875,28475
Bubble Sort,106,21840,5412,11024,38276
Bubble Sort,107,20776,6108,10486,37370
Bubble Sort,108,21828,6466,11016,39310
Bubble Sort,109,22680,6088,11445,40213
Bubble Sort,110,22454,6092,11330,39876
Bubble Sort,111,22660,6346,11433,40439
Bubble Sort,112,22200,6082,11200,39482
Bubble Sort,113,21280,6406,10735,38421
Bubble Sort,114,24408,6026,12312,42746
Bubble Sort,115,23028,6436,11615,41079
Bubble Sort,116,24840,6452,12528,43820
Bubble Sort,117,24592,6942,12402,43936
Bubble Sort,118,24102,6796,12154,43052
Bubble Sort,119,22184,7346,11186,40716
Bubble Sort,120,26418,7346,13320,47084
Bubble Sort,121,27360,7336,13794,48490
Bubble Sort,122,25168,7812,12688,45668
Bubble Sort,123,23668,7736,11931,43335
Bubble Sort,124,25092,7370,12648,45110
Bubble Sort,125,28768,8646,14500,51914
Bubble Sort,126,27000,7208,13608,47816
Bubble Sort,127,29736,7556,14986,52278
Bubble Sort,128,25908,7540,13056,46504
Bubble Sort,129,30720,8778,15480,54978
Bubble Sort,130,28122,8488,14170,50780
Bubble Sort,131,31980,8122,16113,56215
Bubble Sort,132,29868,8002,15048,52918
Bubble Sort,133,33528,9210,16891,59629
Bubble Sort,134,32984,8496,16616,58096
Bubble Sort,135,34304,8630,17280,60214
Bubble Sort,136,34020,9694,17136,60850
Bubble Sort,137,33184,9102,16714,59000
Bubble Sort,138,33428,9300,16836,59564
Bubble Sort,139,31740,10452,15985,58177
Bubble Sort,140,33916,9246,17080,60242
Bubble Sort,141,36120,9870,18189,64179
Bubble Sort,142,31584,9602,15904,57090
Bubble Sort,143,30956,8468,15587,55011
Bubble Sort,144,37180,9408,18720,65308
Bubble Sort,145,39744,10304,20010,70058
Bubble Sort,146,39440,10740,19856,70036
Bubble Sort,147,40004,12866,20139,73009
Bubble Sort,148,38220,10746,19240,68206
Bubble Sort,149,41736,10972,21009,73717
Bubble Sort,150,43210,10728,21750,75688
Bubble Sort,151,39600,10752,19932,70284
Bubble Sort,152,44696,11642,22496,78834
Bubble Sort,153,41040,11190,20655,72885
Bubble Sort,154,44982,11770,22638,79390
Bubble Sort,155,44660,13014,22475,80149
Bubble Sort,156,44950,11208,22620,78778
Bubble Sort,157,42744,12072,21509,76325
Bubble Sort,158,48670,12600,24490,85760
Bubble Sort,159,45188,12460,22737,80385
Bubble Sort,160,49926,12656,25120,87702
Bubble Sort,161,46080,12594,23184,81858
Bubble Sort,162,41538,12106,20898,74542
Bubble Sort,163,50220,13508,25265,88993
Bubble Sort,164,48574,12236,24436,85246
Bubble Sort,165,48216,13124,24255,85595
Bubble Sort,166,51810,14488,26062,92360
Bubble Sort,167,51128,13796,25718,90642
Bubble Sort,168,54776,14856,27552,97184
Bubble Sort,169,52416,14036,26364,92816
Bubble Sort,170,49010,14830,24650,88490
Bubble Sort,171,56100,14792,28215,99107
Bubble Sort,172,57114,13772,28724,99610
Bubble Sort,173,55040,15788,27680,98508
Bubble Sort,174,50516,15136,25404,91056
Bubble Sort,175,55680,15392,28000,99072
Bubble Sort,176,53200,16062,26752,96014
Bubble Sort,177,55968,14808,28143,98919
Bubble Sort,178,59118,14822,29726,103666
Bubble Sort,179,60164,16592,30251,107007
Bubble Sort,180,59786,16066,30060,105912
Bubble Sort,181,61560,16624,30951,109135
Bubble Sort,182,61902,17800,31122,110824
Bubble Sort,183,56056,16540,28182,100778
Bubble Sort,184,63318,16904,31832,112054
Bubble Sort,185,65872,16730,33115,115717
Bubble Sort,186,58830,16992,29574,105396
Bubble Sort,187,65100,17276,32725,115101
Bubble Sort,188,61710,16888,31020,109618
Bubble Sort,189,70312,16718,35343,122373
Bubble Sort,190,68796,18882,34580,122258
Bubble Sort,191,71440,17406,35908,124754
Bubble Sort,192,67996,19884,34176,122056
Bubble Sort,193,73728,18972,37056,129756
Bubble Sort,194,63304,18380,31816,113500
Bubble Sort,195,65960,19038,33150,118148
Bubble Sort,196,72150,18782,36260,127192
Bubble Sort,197,73696,19012,37036,129744
Bubble Sort,198,69344,18858,34848,123050
Bubble Sort,199,74844,21202,37611,133657
Bubble Sort,200,75620,20206,38000,133826
Bubble Sort,201,71600,20274,35979,127853
Bubble Sort,202,70752,20562,35552,126866
Bubble Sort,203,72720,20960,36540,130220
Bubble Sort,204,73892,19998,37128,131018
Bubble Sort,205,70992,21156,35670,127818
Bubble Sort,206,75030,21004,37698,133732
Bubble Sort,207,83224,22250,41814,147288
Bubble Sort,208,83628,22928,42016,148572
Bubble Sort,209,79872,22960,40128,142960
Bubble Sort,210,73986,21850,37170,133006
Bubble Sort,211,76860,21654,38613,137127
Bubble Sort,212,86510,24708,43460,154678
Bubble Sort,213,81832,21300,41109,144241
Bubble Sort,214,82218,24392,41302,147912
Bubble Sort,215,86884,23696,43645,154225
Bubble Sort,216,88150,21952,44280,154382
Bubble Sort,217,85968,24750,43183,153901
Bubble Sort,218,78554,22930,39458,140942
Bubble Sort,219,85020,23250,42705,150975
Bubble Sort,220,89352,23034,44880,157266
Bubble Sort,221,84920,21766,42653,149339
Bubble Sort,222,95914,22698,48174,166786
Bubble Sort,223,87912,24006,44154,156072
Bubble Sort,224,89646,25924,45024,160594
Bubble Sort,225,98112,23838,49275,171225
Bubble Sort,226,92250,25884,46330,164464
Bubble Sort,227,87688,25592,44038,157318
Bubble Sort,228,94886,26820,47652,169358
Bubble Sort,229,94392,26200,47403,167995
Bubble Sort,230,85646,24770,43010,153426
Bubble Sort,231,98440,24430,49434,172304
Bubble Sort,232,91014,26458,45704,163176
Bubble Sort,233,101152,26916,50794,178862
Bubble Sort,234,97860,27940,49140,174940
Bubble Sort,235,102024,29298,51230,182552
Bubble Sort,236,107160,26934,53808,187902
Bubble Sort,237,110448,28356,55458,194262
Bubble Sort,238,105228,27238,52836,185302
Bubble Sort,239,103768,29410,52102,185280
Bubble Sort,240,97512,28670,48960,175142
Bubble Sort,241,107040,27784,53743,188567
Bubble Sort,242,116162,27702,58322,202186
Bubble Sort,243,111804,29624,56133,197561
Bubble Sort,244,109350,29956,54900,194206
Bubble Sort,245,111752,27360,56105,195217
Bubble Sort,246,116130,31164,58302,205596
Bubble Sort,247,111192,29526,55822,196540
Bubble Sort,248,114114,31254,57288,202656
Bubble Sort,249,120032,34370,60258,214660
Bubble Sort,250,116034,29716,58250,204000
Bubble Sort,251,118000,29726,59236,206962
Bubble Sort,252,112950,33694,56700,203344
Bubble Sort,253,114408,29350,57431,201189
Bubble Sort,254,119922,30936,60198,211056
Bubble Sort,255,125476,34498,62985,222959
Bubble Sort,256,126480,31650,63488,221618
Bubble Sort,257,122368,34270,61423,218061
Bubble Sort,258,127472,31826,63984,223282
Bubble Sort,259,114036,35570,57239,206845
Bubble Sort,260,127428,31996,63960,223384
Bubble Sort,261,122200,31968,61335,215503
Bubble Sort,262,124236,33324,62356,219916
Bubble Sort,263,114232,35762,57334,207328
Bubble Sort,264,120454,34134,60456,215044
Bubble Sort,265,127776,34792,64130,226698
Bubble Sort,266,130910,36538,65702,233150
Bubble Sort,267,133000,36334,66750,236084
Bubble Sort,268,122286,35280,61372,218938
Bubble Sort,269,132392,37724,66443,236559
Bubble Sort,270,139342,34584,69930,243856
Bubble Sort,271,130140,36624,65311,232075
Bubble Sort,272,143088,38346,71808,253242
Bubble Sort,273,136000,37616,68250,241866
Bubble Sort,274,134862,35886,67678,238426
Bubble Sort,275,141384,38160,70950,250494
Bubble Sort,276,142450,35894,71484,249828
Bubble Sort,277,145728,38852,73128,257708
Bubble Sort,278,142378,41516,71446,255340
Bubble Sort,279,146784,36154,73656,256594
Bubble Sort,280,151776,41856,76160,269792
Bubble Sort,281,142240,38508,71374,252122
Bubble Sort,282,147806,37488,74166,259460
Bubble Sort,283,155100,41468,77825,274393
Bubble Sort,284,147726,41374,74124,263224
Bubble Sort,285,154496,39992,77520,272008
Bubble Sort,286,153330,39632,76934,269896
Bubble Sort,287,152724,39732,76629,269085
Bubble Sort,288,149814,41990,75168,266972
Bubble Sort,289,162432,42552,81498,286482
Bubble Sort,290,162418,42054,81490,285962
Bubble Sort,291,159500,39202,80025,278727
Bubble Sort,292,151320,42618,75920,269858
Bubble Sort,293,160600,44950,80575,286125
Bubble Sort,294,169940,42094,85260,297294
Bubble Sort,295,170520,39880,85550,295950
Bubble Sort,296,169920,44636,85248,299804
Bubble Sort,297,163392,40740,81972,286104
Bubble Sort,298,162756,44978,81652,289386
Bubble Sort,299,166880,46728,83720,297328
Bubble Sort,300,170430,44166,85500,300096
Selection Sort,2,5,4,3,12
Selection Sort,3,9,6,6,21
Selection Sort,4,14,8,10,32
Selection Sort,5,20,10,15,45
Selection Sort,6,27,12,21,60
Selection Sort,7,35,14,28,77
Selection Sort,8,44,16,36,96
Selection Sort,9,54,18,45,117
Selection Sort,10,65,20,55,140
Selection Sort,11,77,22,66,165
Selection Sort,12,90,24,78,192
Selection Sort,13,104,26,91,221
Selection Sort,14,119,28,105,252
Selection Sort,15,135,30,120,285
Selection Sort,16,152,32,136,320
Selection Sort,17,170,34,153,357
Selection Sort,18,189,36,171,396
Selection Sort,19,209,38,190,437
Selection Sort,20,230,40,210,480
Selection Sort,21,252,42,231,525
Selection Sort,22,275,44,253,572
Selection Sort,23,299,46,276,621
Selection Sort,24,324,48,300,672
Selection Sort,25,350,50,325,725
Selection Sort,26,377,52,351,780
Selection Sort,27,405,54,378,837
Selection Sort,28,434,56,406,896
Selection Sort,29,464,58,435,957
Selection Sort,30,495,60,465,1020
Selection Sort,31,527,62,496,1085
Selection Sort,32,560,64,528,1152
Selection Sort,33,594,66,561,1221
Selection Sort,34,629,68,595,1292
Selection Sort,35,665,70,630,1365
Selection Sort,36,702,72,666,1440
Selection Sort,37,740,74,703,1517
Selection Sort,38,779,76,741,1596
Selection Sort,39,819,78,780,1677
Selection Sort,40,860,80,820,1760
Selection Sort,41,902,82,861,1845
Selection Sort,42,945,84,903,1932
Selection Sort,43,989,86,946,2021
Selection Sort,44,1034,88,990,2112
Selection Sort,45,1080,90,1035,2205
Selection Sort,46,1127,92,1081,2300
Selection Sort,47,1175,94,1128,2397
Selection Sort,48,1224,96,1176,2496
Selection Sort,49,1274,98,1225,2597
Selection Sort,50,1325,100,1275,2700
Selection Sort,51,1377,102,1326,2805
Selection Sort,52,1430,104,1378,2912
Selection Sort,53,1484,106,1431,3021
Selection Sort,54,1539,108,1485,3132
Selection Sort,55,1595,110,1540,3245
Selection Sort,56,1652,112,1596,3360
Selection Sort,57,1710,114,1653,3477
Selection Sort,58,1769,116,1711,3596
Selection Sort,59,1829,118,1770,3717
Selection Sort,60,1890,120,1830,3840
Selection Sort,61,1952,122,1891,3965
Selection Sort,62,2015,124,1953,4092
Selection Sort,63,2079,126,2016,4221
Selection Sort,64,2144,128,2080,4352
Selection Sort,65,2210,130,2145,4485
Selection Sort,66,2277,132,2211,4620
Selection Sort,67,2345,134,2278,4757
Selection Sort,68,2414,136,2346,4896
Selection Sort,69,2484,138,2415,5037
Selection Sort,70,2555,140,2485,5180
Selection Sort,71,2627,142,2556,5325
Selection Sort,72,2700,144,2628,5472
Selection Sort,73,2774,146,2701,5621
Selection Sort,74,2849,148,2775,5772
Selection Sort,75,2925,150,2850,5925
Selection Sort,76,3002,152,2926,6080
Selection Sort,77,3080,154,3003,6237
Selection Sort,78,3159,156,3081,6396
Selection Sort,79,3239,158,3160,6557
Selection Sort,80,3320,160,3240,6720
Selection Sort,81,3402,162,3321,6885
Selection Sort,82,3485,164,3403,7052
Selection Sort,83,3569,166,3486,7221
Selection Sort,84,3654,168,3570,7392
Selection Sort,85,3740,170,3655,7565
Selection Sort,86,3827,172,3741,7740
Selection Sort,87,3915,174,3828,7917
Selection Sort,88,4004,176,3916,8096
Selection Sort,89,4094,178,4005,8277
Selection Sort,90,4185,180,4095,8460
Selection Sort,91,4277,182,4186,8645
Selection Sort,92,4370,184,4278,8832
Selection Sort,93,4464,186,4371,9021
Selection Sort,94,4559,188,4465,9212
Selection Sort,95,4655,190,4560,9405
Selection Sort,96,4752,192,4656,9600
Selection Sort,97,4850,194,4753,9797
Selection Sort,98,4949,196,4851,9996
Selection Sort,99,5049,198,4950,10197
Selection Sort,100,5150,200,5050,10400
Selection Sort,101,5252,202,5151,10605
Selection Sort,102,5355,204,5253,10812
Selection Sort,103,5459,206,5356,11021
Selection Sort,104,5564,208,5460,11232
Selection Sort,105,5670,210,5565,11445
Selection Sort,106,5777,212,5671,11660
Selection Sort,107,5885,214,5778,11877
Selection Sort,108,5994,216,5886,12096
Selection Sort,109,6104,218,5995,12317
Selection Sort,110,6215,220,6105,12540
Selection Sort,111,6327,222,6216,12765
Selection Sort,112,6440,224,6328,12992
Selection Sort,113,6554,226,6441,13221
Selection Sort,114,6669,228,6555,13452
Selection Sort,115,6785,230,6670,13685
Selection Sort,116,6902,232,6786,13920
Selection Sort,117,7020,234,6903,14157
Selection Sort,118,7139,236,7021,14396
Selection Sort,119,7259,238,7140,14637
Selection Sort,120,7380,240,7260,14880
Selection Sort,121,7502,242,7381,15125
Selection Sort,122,7625,244,7503,15372
Selection Sort,123,7749,246,7626,15621
Selection Sort,124,7874,248,7750,15872
Selection Sort,125,8000,250,7875,16125
Selection Sort,126,8127,252,8001,16380
Selection Sort,127,8255,254,8128,16637
Selection Sort,128,8384,256,8256,16896
Selection Sort,129,8514,258,8385,17157
Selection Sort,130,8645,260,8515,17420
Selection Sort,131,8777,262,8646,17685
Selection Sort,132,8910,264,8778,17952
Selection Sort,133,9044,266,8911,18221
Selection Sort,134,9179,268,9045,18492
Selection Sort,135,9315,270,9180,18765
Selection Sort,136,9452,272,9316,19040
Selection Sort,137,9590,274,9453,19317
Selection Sort,138,9729,276,9591,19596
Selection Sort,139,9869,278,9730,19877
Selection Sort,140,10010,280,9870,20160
Selection Sort,141,10152,282,10011,20445
Selection Sort,142,10295,284,10153,20732
Selection Sort,143,10439,286,10296,21021
Selection Sort,144,10584,288,10440,21312
Selection Sort,145,10730,290,10585,21605
Selection Sort,146,10877,292,10731,21900
Selection Sort,147,11025,294,10878,22197
Selection Sort,148,11174,296,11026,22496
Selection Sort,149,11324,298,11175,22797
Selection Sort,150,11475,300,11325,23100
Selection Sort,151,11627,302,11476,23405
Selection Sort,152,11780,304,11628,23712
Selection Sort,153,11934,306,11781,24021
Selection Sort,154,12089,308,11935,24332
Selection Sort,155,12245,310,12090,24645
Selection Sort,156,12402,312,12246,24960
Selection Sort,157,12560,314,12403,25277
Selection Sort,158,12719,316,12561,25596
Selection Sort,159,12879,318,12720,25917
Selection Sort,160,13040,320,12880,26240
Selection Sort,161,13202,322,13041,26565
Selection Sort,162,13365,324,13203,26892
Selection Sort,163,13529,326,13366,27221
Selection Sort,164,13694,328,13530,27552
Selection Sort,165,13860,330,13695,27885
Selection Sort,166,14027,332,13861,28220
Selection Sort,167,14195,334,14028,28557
Selection Sort,168,14364,336,14196,28896
Selection Sort,169,14534,338,14365,29237
Selection Sort,170,14705,340,14535,29580
Selection Sort,171,14877,342,14706,29925
Selection Sort,172,15050,344,14878,30272
Selection Sort,173,15224,346,15051,30621
Selection Sort,174,15399,348,15225,30972
Selection Sort,175,15575,350,15400,31325
Selection Sort,176,15752,352,15576,31680
Selection Sort,177,15930,354,15753,32037
Selection Sort,178,16109,356,15931,32396
Selection Sort,179,16289,358,16110,32757
